Input Text Part 1,Input Text Part 2,Ground Truth Label,Model Prediction
can i help you with a movie,hello,0,0
"thank you, good bye /",or super troopers 2 ( 2018 )?,0,0
or even a classic / cheesy action film like the rock ( 1996 )?,"me too, bye",0,0
you too,"thank you, good bye.",1,1
yeah those are great movies,"good day to you, too!",0,0
yeh that's the one she is a great actress,it is very creepy and dark but full of suspense,1,1
fight club ( 1999 ) and the shawshank redemption ( 1994 ) are two of my favorite movies.,i did. it was great.,1,1
what other types of movies do you like?,do you think you'd like the new jurassic world ( 2015 )?,1,1
great. goodbye.,your very welcome!,1,1
can i help you,did you watch avengers : infinity war ( 2018 )?,0,0
hello! i'm good. how are you? are you looking for a movie suggestion?,are you looking for a movie?,1,1
hi how can i help you find a movie?,yes! i cant remember his name.,0,0
hello there. looking for some good movies?,tell me what kind of movies would you like to watch?,0,1
so you like the old ones then.,are you looking for a movie to watch?,0,0
samuel jackson made the movie great!,i loved it ( 1990 ) and i thought the new one it ( 2017 ) was ok,1,1
"yes you do, maybe even too much.",can i help you with a movie,0,0
your welcome,hello,1,1
yes that was amazing too!,i never even heard of it,0,0
what about spider - man : homecoming ( 2017 ),we are a big fan of spaceballs ( 1987 ) and blazing saddles ( 1974 ) in my house. a bit older like the two you mentioned and super funny. i just love mel brooks,0,0
have you seen both of those movies?,have you seen avengers : infinity war ( 2018 ),1,1
i haven't seen that one,i haven ‚ ao√n√¥t seen homecoming,1,1
and coco ( 2017 )?,yes i have,0,0
i havent even heard of that one,i haven ‚ ao√n√¥t seen blade runner,1,1
your very welcome!,did you watch click ( 2006 )?,0,0
also back to the future ( 1985 ) is a classic sci - fi movie.,good bye,0,0
the sound of music ( 1965 )?,have you seen the new movies avengers : infinity war ( 2018 ) or isle of dogs ( 2018 )?,0,1
i really love chris farley's movies tommy boy ( 1995 ) is an all time favorite,then might i recommend last action hero ( 1993 ) starring arnold schwarzenegger?,0,0
did you watch the exorcist ( 1973 )?,have you ever seen the conjuring ( 2013 ),1,1
hello. have you seen jaws ( 1975 ),"well, enjoy your evening good bye",0,0
great. good bye my friend.,"thank you, good bye.",1,1
hello can you tell me what kind of movies you like best?,i do as well.,0,0
it is the best marvel film so far,"hi, how can i help you?",0,0
as man of steel ( 2013 )?,so you like action?,1,1
do you need some movie to watch tonight?,hi i am good,0,0
i hope you have something here you can use?,tell me what kind of movies do you like?,0,0
those are good movies as well,"yes, that was funny!",1,1
does this help you find a movie to watch?,can i help you,1,1
hello,"well, i hope i have helped",1,1
as man of steel ( 2013 )?,x - men : the last stand ( 2006 ) was another good xmen movie,0,0
i enjoyed the texas chainsaw massacre ( 2003 ) too.,"no, bruce willis!",0,1
and did you watch you don't mess with the zohan ( 2008 )?,have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,1,1
hi! have you seen a good action movie lately?,have you seen the avengers ( 2012 ),1,1
great! what kind of movies do you like?,your welcome,0,0
same here,nice me too,1,1
well i think i will have to be looking into some movies myself now.,you're welcome!,0,0
"good. would you like to watch some old horror movies like night of terror ( 1933 ), or frankenstein ( 1931 )",i could enjoy it too.,0,0
well how about wonder woman ( 2017 ).,have you seen the movie the godfather ( 1972 ),0,0
and did you watch the last exorcism ( 2010 )?,and the mask ( 1988 )?,1,1
"what else would you like in the movie? comedy, fairy tales?",did you like the scifi aspect of donnie darko ( 2001 )?,1,1
goodbye,hello,1,1
"hi, what kind of movies do you like?",looking for any movie recommendations?,0,0
need some good movie?,i am trying to find a movie for my kid any suggestions?,1,1
no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,what kind of movies would you like to watch?,0,0
goodbye,hello,1,1
"its about a guy who wants to be with this girl, but in order to do so he must fight her 7 exes. and then he meets them and fights them like, pokemon style, or mortal combat style",does this help you find a movie to watch?,0,0
or the black panthers : vanguard of the revolution ( 2015 )?,or truth or dare ( 2013 )?,1,1
and did you watch you don't mess with the zohan ( 2008 )?,have you seen the movie the godfather ( 1972 ),1,1
hello,the others ( 2001 ) is pretty creepy,0,0
"do you like classic dramas like casablanca, or would you prefer something more recent?",no i have not seen that movie.,0,0
creed ( 2015 ) is an awesome movie as well. i love boxing movies,"ok, i will have to check it out.",0,0
you're welcome!,good bye,1,1
that is full of action and comedy.,"seth rogan is in it, danny mcbride",1,1
great. goodbye.,hello,1,1
empire of the ants ( 1977 ) freaked me out as a child,i saw a movie a few years ago brooklyn ( 2015 ) that i have been telling everyone about.,1,1
"yeah, i think that's one of the best i have ever seen","hi, can i help you find a movie?",0,0
good bye,or maybe tangled ( 2010 )?,0,0
and the mask ( 1988 )?,i can tell you to watch click ( 2006 ),0,0
not as old but airplane! ( 1980 ) i would consider a semi classic.,no the only marvel movie i have seen was avengers : infinity war ( 2018 ).,0,1
"yeah those are the best, especially pulp fiction.","yes, that was funny!",1,1
those movies are made by adan sandler even though click ( 2006 ) is better than the another one,did you watch it ( 2017 )?,0,0
"it was nice talking to you, good bye","well, enjoy your evening good bye",0,1
did you watch avengers : infinity war ( 2018 )?,have you seen it,1,1
it is very good.,"yes, avengers is good",1,1
no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,i have never seen either of those movies. do you like comedies like the waterboy ( 1998 ) or something like black sheep ( 1996 ).,0,0
have you seen american pie ( 1999 )?,i liked that one too!,0,0
"it is a drama, but it has some romance in it too.","ok, i will have to check it out.",0,0
you like?,how did you like it?,1,1
"good afternoon! i'm good, i hope you are well! are you looking for a movie suggestion?",did you watch it ( 2017 )?,0,0
"yes, avengers is good",yes i seen it 3 time!,0,0
what kind of movie genres do you like,"it has drew barrymore and adam sandler starring, it's a romantic comedy so you would like it",0,0
"you're welcome. have a great day, good bye.",good bye,1,1
any plans for today? should i recommend you something?,great. thanks. looking for any good movies?,1,1
"thank you for the chat, goodbye.",yes i seen hellboy!,0,0
need some good movie?,hello im so bored can you help with a good movie,1,1
for me the best fantsy is the lord of the rings,did you watch click ( 2006 )?,0,0
as man of steel ( 2013 )?,what can i help you fiind tonight?,0,1
"hi, what kind of movies are you looking for.",oh i see. what do you like?,1,1
hey there! can i recommend a good horror movie for you?,or arrival ( 2016 )?,0,0
want any more recommendations?,can i help you with a movie,1,1
"you're welcome. have a great day, good bye.",bye!,1,1
yes! me too! i wound up liking ant - man ( 2015 ) more than i thought i would!,yes i think so,1,0
you have plans tonight?,can i help you,1,1
have you seen me before you?,i agree,0,0
the others ( 2001 ) is pretty creepy,but that is a scary one,1,1
have you seen jack reacher ( 2012 )?,have you ever seen the conjuring ( 2013 )?,1,1
how can i help you today?,i hope you have something here you can use?,1,1
what kind of movies would you like to watch?,hello! i'm good. how are you? are you looking for a movie suggestion?,0,1
not as old but airplane! ( 1980 ) i would consider a semi classic.,"oh! okay, you should see guardians of the galaxy ( 2014 ) so that you could even better understand that relationship dynamic with his daughters.",0,1
it is very creepy and dark but full of suspense,i love happy gilmore ( 1996 ).,1,1
hello im so bored can you help with a good movie,lol,0,0
can i recommend this is the end ( 2013 )?,or daylight ( 1996 )?,1,1
oh wow! i have to check it out for sure then,bye!,0,0
hello. can you recommend a movie for me that you think is good?,need some good movie?,1,1
goodbye,"hi, what kind of movies do you like?",0,0
and did you watch the exorcist ( 1973 )?,have you seen the movie the godfather ( 1972 ),1,1
"i am good as well, thanks. how can i help you today?",do you need help finding a movie?,1,1
well have you seen the avengers ( 2012 )?,did you watch it ( 2017 )?,1,1
let me think here..,you should try those,0,1
yeah those are great movies,"there's something about mary ( 1998 ) ething about mary is a great movie, very funny. have you seen the wedding singer ( 1998 )?",0,0
i will add it to the netflix que. thank you!,it's with daniel radcliffe where he is like a reanimated corpse and he helps a guy stranded on an island. it's wacky.,0,0
hello there. looking for a good movie?,what can i help you fiind tonight?,1,1
i am not a horror film fanatic but i will watch it.,that is full of action and comedy.,0,0
have you seen fifty shades of grey ( 2015 ),that's great it's a great movies. have you seen tomb raider ( 2018 ),1,1
yes i seen it 3 time!,yes! i cant remember his name.,1,1
no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,it's awesome. its a really funny murder mystery with val kilmer and rdj,1,1
i saw a movie a few years ago brooklyn ( 2015 ) that i have been telling everyone about.,or arrival ( 2016 )?,0,0
live free or die hard ( 2007 ) is another they try to kill him agian,let me think,0,1
"so, did you watch it ( 2017 )?",you like?,0,1
well you seem to be a stephen king expert,i am not sure that i know many musicals. i have never seen les mis ‚ ao¬©rables ( 2012 ).,0,0
good bye,hello,1,1
i've never seen fear ( 1990 ). even though it's more 80s you might like heathers ( 1988 ) if you liked cruel intentions ( 1999 ).,have you seen avengers : infinity war ( 2018 ),0,0
there's a pbs channel with great documentaries.,hey there! can i recommend a good horror movie for you?,0,0
i love the movie little nicky ( 2000 ) an all time favorite,how about the sixth sense?,0,0
what kind of movies do you like,do you like that kind of movies?,1,1
oh i see. what do you like?,tell me what kind of movies do you like?,1,1
yeh spiderman is a great movie,you should watch police academy ( 1984 ),1,1
"hahahaa, those are old movies but if you see them again you laugh so much",i really haven ‚ ao√n√¥t seen any recent one at lately,0,1
"yeah, i liked the first one, deadpool ( 2016 ) did you see that one?","did o help you, or do you need more help?",0,0
goodbye,hello,1,1
what type of movies do you like?,"hello, what type of movies do you like?",1,1
"hi, how are you? did you enjoy your weekend?",its the ultimate classic,0,0
"no problem, bye",bye,1,1
what kind of movies do you like? i love horrors!,tell me what kind of movies do you like?,1,1
or maybe noah ( 2014 )?,what kind of movie are you looking for now?,0,1
"it has drew barrymore and adam sandler starring, it's a romantic comedy so you would like it","hahahaa, those are old movies but if you see them again you laugh so much",0,0
did you watch the exorcist ( 1973 )?,yes i think so,0,0
what kind of movies would you like to watch?,yes of course,0,0
have you seen lethal weapon ( 1987 ),have you seen jack reacher ( 2012 )?,1,1
have you seen avengers : age of ultron ( 2015 ),i watched it too.,0,0
are you looking for a movie?,the others ( 2001 ) is pretty creepy,0,0
have you seen that at all?,maybe a good comedy?,0,0
it is very creepy and dark but full of suspense,but that is a scary one,1,1
yeh that's the one she is a great actress,well how about wonder woman ( 2017 ).,0,0
good bye,"do you like classic dramas like casablanca, or would you prefer something more recent?",0,0
yeah those are great movies,i watched it too.,1,1
thank you.,yes,1,1
get out ( 2017 ) was so good.,"okay, let me think...",0,0
i agree it was more intense then it ( 1988 ),you're welcome.,0,0
"no, i have not watched neither heard",no : ( i haven ‚ ao√n√¥t watched any in a supe long time,1,1
let me think,yes. well you like will smith : ),0,1
how about the sixth sense?,good bye,0,0
"hey there, can i recommend a movie for you?",does this help you find a movie to watch?,1,1
even though i would rather the old one,or truth or dare ( 2013 )?,0,0
you are welcome,hi,1,1
"what else would you like in the movie? comedy, fairy tales?",you if youre a fan of seth rogen haha.,0,1
have you ever seen click ( 2006 )?,have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,1,1
i really haven ‚ ao√n√¥t seen any recent one at lately,i haven ‚ ao√n√¥t seen it yet,1,1
i am not a horror film fanatic but i will watch it.,"haven ‚ ao√n√¥t seen rear window, perhaps i ‚ ao√n√¥ll check it out",1,1
do you need my help,"i'm good, it seems i'm supposed to recommend movies to you, is there anything you are interested in?",1,1
i want to see the new ant - man and the wasp ( 2018 ),are you looking for something older or newer?,0,0
it is the best marvel film so far,or dodgeball : a true underdog story ( 2004 )?,0,0
i've never seen fear ( 1990 ). even though it's more 80s you might like heathers ( 1988 ) if you liked cruel intentions ( 1999 ).,that is very scary,0,0
no but i grew up watching it!,"oh, you like scary movies?",0,0
or maybe noah ( 2014 )?,yes i have,0,0
or truth or dare ( 2013 )?,or super troopers 2 ( 2018 )?,1,1
"oh, you like scary movies?",would you like a movie recommendation?,0,0
goodbye!,hello!,1,1
"also, halloween ( 1978 ) is a classic. it's the best horror movie.","hey there, can i recommend a movie for you?",0,0
have you seen american pie ( 1999 )?,did you watch click ( 2006 )?,1,1
"i liked it too, it was very interesting",i love x - men ( 2000 ),0,0
i havent even heard of that one,you're welcome.,0,0
and did you watch you don't mess with the zohan ( 2008 )?,did you watch it ( 2017 )?,1,1
tommy boy ( 1995 ) and black sheep ( 1996 ) are 2 all time favorites.,even though i would rather the old one,1,1
woudl you like any other suggestions?,can i help you,1,1
"i am well, looking for a good movie?",are you looking for a movie to watch today?,1,1
have a good evening and enjoy those movies,yes. well you like will smith : ),0,1
what kind of movies do you like? i love horrors!,"hello, what genre of movie do you like?",1,1
"i'm good, it seems i'm supposed to recommend movies to you, is there anything you are interested in?",i have not seen the remake.,0,0
definitely the movie step brothers ( 2008 ) is for you!,do you not like scary movies?,0,0
"it was nice talking to you, good bye",it's a will ferrell comedy.,0,0
are you looking for a movie?,hello there. looking for a good movie?,1,1
hello! i'm good. how are you? are you looking for a movie suggestion?,click ( 2010 ) was good,0,0
hello! i'm good. how are you? are you looking for a movie suggestion?,does this help you find a movie to watch?,1,1
i'm well! having a good start to the day!,bye,1,1
i like the same as you,i really enjoy movies like the avengers ( 2012 ) and iron man ( 2008 ). recently we watched spider - man : homecoming ( 2017 ) and it was great!,0,0
oh yes let me think..,really? i didnt know that. you are going to have me go look it up.,1,1
"you're welcome. have a great day, good bye.",good bye,1,1
a quiet place ( 2018 ) is horror and no country for old men ( 2007 ) is kind of a horror thriller.,"i know kevin hart had a part in it, too.",1,1
how can i help you today?,hello. can you recommend a movie for me that you think is good?,1,1
good bye i see you later,you're welcome.,1,1
have you seen it,"hi there. i would like to suggest some comedies you could watch, have you seen the wedding singer ( 1998 )?",1,1
i'm well! having a good start to the day!,are you looking for a good movie to watch?,0,0
hi are you looking for a movie,how can i help you today?,1,1
hi,you may like rush hour ( 1998 ).,0,0
what kind of movie genres do you like,how did you like it?,1,1
so you like the old ones then.,or daylight ( 1996 )?,0,0
or maybe the nice guys ( 2016 )?,or maybe first sunday ( 2008 )?,1,1
tommy boy ( 1995 ) and black sheep ( 1996 ) are 2 all time favorites.,it was very good. and not too scary or gruesome for someone who doesn't normally watch them,1,1
my apologies,yes,1,1
for me the best fantsy is the lord of the rings,i hope i have helped,1,1
"yeah, me too. laughter is the best medicine!",hi,0,0
or maybe tangled ( 2010 )?,that's great it's a great movies. have you seen tomb raider ( 2018 ),0,1
"good thanks, what kind of movies do you like?",what kind of movies do you like?,1,1
no i have not seen that movie.,i hope this has helped?,0,0
you have plans tonight?,have you seen avengers : infinity war ( 2018 )?,0,0
no i have not seen that movie.,"i have seen "" the good",1,1
"sure! i like comedies a lot. i like movies like hot tub time machine and super troopers ( 2001 ), but i also like identity thief ( 2013 ) and the heat ( 2013 ).",i did. it was great.,1,1
have you seen annihilation ( 2018 )? i would recommend it.,have you seen it ( 2017 ),1,1
would like to know a comedy or something more serious like the godfather ( 1991 )?,what kind of movies do you like?,0,1
have you seen both of those movies?,you like to watch them?,0,0
hi - need a good movie reco?,looking for some good movies?,1,1
good morning. have any plans for the weekend?,can i help you find a good movie tonight?,1,1
"yes adam sandler has made so many great movies, i even like his newer ones like click ( 2006 ) and grown ups ( 2010 ).",hey there! can i recommend a good horror movie for you?,0,0
need help finding a good movie?,it is very good.,0,0
must see!,maybe you would like highlander : endgame ( 2000 )?,0,0
your very welcome!,okay thanks!,1,1
"i have, and if you like psychological thrillers like that, might i recommend mama ( 2013 )?",what kind of movies do you like?,0,1
hello,hello,1,1
hello there. looking for a good movie?,hello,0,0
bye!,well that one definitely isn't funny. how about black sheep ( 1996 ) or another classic uncle buck,0,0
do you like scary movies?,so you like the old ones then.,0,0
then might i recommend last action hero ( 1993 ) starring arnold schwarzenegger?,hi are you looking for a movie,0,1
"likewise, alpacino is great.",no not seen it.,0,0
so funny and just ridiculous.,can i recommend this is the end ( 2013 )?,0,0
did you like the scifi aspect of donnie darko ( 2001 )?,"well, enjoy your evening good bye",0,0
yes,i seriously slept through captain america : civil war ( 2016 ) both times i watched it.,0,0
"thank you, good bye",i can tell you to watch click ( 2006 ),0,0
looking for some good movies?,have you seen that at all?,0,0
have you seen avengers : age of ultron ( 2015 ),spotlight ( 2015 ) was awesome. i highly recommend it!,0,0
"hello, have you seen the new it movie?",hello! i'm good. how are you? are you looking for a movie suggestion?,0,0
whats that?,did you watch the exorcist ( 1973 )?,1,1
would you like a movie recommendation?,if bro and tell me what else can i help you...,1,1
my apologies,bye,1,1
lol ahhh i ‚ ao√n√¥m still excited to see it!,you might love deadpool ( 2016 )!,0,1
i really enjoy movies like the avengers ( 2012 ) and iron man ( 2008 ). recently we watched spider - man : homecoming ( 2017 ) and it was great!,it's awesome. its a really funny murder mystery with val kilmer and rdj,1,1
hi,"ok, i will have to check it out.",0,0
"did o help you, or do you need more help?",have you ever seen the conjuring ( 2013 )?,0,1
that's really good,good bye,1,1
what kind of movie genres do you like,what kind of movies would you like to watch?,1,1
have you seen me before you?,tell me what kind of movies do you like?,0,0
have you seen the movie the godfather ( 1972 ),will you watch it?,0,0
"good thanks, what kind of movies do you like?","i'm great thanks, what kind of movies do you like?",1,1
i loved that movie actually haha.,yes i seen it 3 time!,0,0
"they are great movies, have you seen american gangster ( 2007 )",have you seen american pie ( 1999 )?,1,1
oh wow! i have to check it out for sure then,may i reccomend some comedies such as kingpin ( 1996 ) or superbad ( 2007 )?,0,0
next movie i plan on seeing is deadpool 2 ( 2018 ),"what else would you like in the movie? comedy, fairy tales?",0,0
hello there. looking for a good movie?,can i help yo,1,1
or do you like scary movies?,i can't wait to see it,0,0
do you need some movie to watch tonight?,what can i help you fiind tonight?,1,1
im fine thanks!,hey,1,1
are you looking for a movie?,how can i help you today?,1,1
or insidious ( 2011 )?,hello! have you seen either of these? avengers : infinity war ( 2018 ) or thor,0,1
will you watch it?,would like to know a comedy or something more serious like the godfather ( 1991 )?,1,1
no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,tommy boy ( 1995 ) and black sheep ( 1996 ) are 2 all time favorites.,1,1
i love napoleon dynamite,yeah those are great movies,0,1
not as old but airplane! ( 1980 ) i would consider a semi classic.,i like the movie get out,1,1
have you seeen blockers ( 2018 )?,have you seen talladega nights : the ballad of ricky bobby ( 2006 ) or the hangover ( 2009 )?,1,1
looking for any good movies?,looking for a good movie?,1,1
are you looking for a good movie to watch?,no i havent.,0,0
"i like action, comedy, and thrillers mostly. what about you?","i'm great thanks, what kind of movies do you like?",1,1
"me, too!","ah, yes, i liked that too.",1,1
yes that was amazing too!,"i am good as well, thanks. how can i help you today?",0,0
did you watch it ( 2017 )?,do you mind if i ask you some questions first?,0,0
yes police academy ( 1984 ) is very funny and so is police academy 2 : their first assignment ( 1985 ),are you looking for a movie to watch today?,0,0
have you seen talladega nights : the ballad of ricky bobby ( 2006 ) or the hangover ( 2009 )?,yes that was amazing too!,0,0
hello there. looking for a good movie?,i have not seen peter rabbit ( 2018 ) i will have to add that one to my must watch list.,0,0
"what else would you like in the movie? comedy, fairy tales?",goodbye,0,0
what kind movies do you like?,hello can you tell me what kind of movies you like best?,1,1
i can't wait to see it,im a movie expert!,1,1
what was the last movie you saw?,have you seen avengers : infinity war ( 2018 ),1,1
have you seen lethal weapon ( 1987 ),have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,1,1
what kind of movie are you looking for now?,"i just watched the punisher on netflix, the show",0,0
i have not seen peter rabbit ( 2018 ) i will have to add that one to my must watch list.,im a movie expert!,1,1
have you seen avengers : infinity war ( 2018 ),"no, i have not watched neither heard",0,0
what was the last movie you saw?,i really enjoy movies like the avengers ( 2012 ) and iron man ( 2008 ). recently we watched spider - man : homecoming ( 2017 ) and it was great!,0,0
"hello, what genre of movie do you like?",what type of movies do you like?,1,1
great. good bye my friend.,yes,1,1
it's based on a book about a rogue shark that terrorizes a small beach community during the tourist summer season.,samuel jackson made the movie great!,0,0
"ok, i will have to check it out.",looking for some good movies?,0,0
"you're welcome. have a great day, good bye.",hello,1,1
i think you would really like the shining ( 1980 ).,have you seen lethal weapon ( 1987 ),0,0
do you like scary,great! what type of movies do you like?,1,1
looking for a good movie?,yeh that's the one she is a great actress,0,0
did you watch click ( 2006 )?,what about last year's the house ( 2017 )?,1,1
ok,"well, i hope i have helped",1,1
tell me what kind of movie do you like?,how did you like it?,1,1
for an interesting action movie maybe michael clayton ( 2007 )?,or maybe tangled ( 2010 )?,1,1
tell me what kind of movie do you like?,do you like marvel movies?,1,1
a quiet place ( 2018 ) is horror and no country for old men ( 2007 ) is kind of a horror thriller.,it's a will ferrell comedy.,1,1
yes! batman has made a lot of good movies,i never even heard of it,0,0
"yes adam sandler has made so many great movies, i even like his newer ones like click ( 2006 ) and grown ups ( 2010 ).","no problem, bye",0,0
hi - need a good movie reco?,have you watched deadpool ( 2016 ) the first one?,0,0
i've seen click ( 2006 ) but i don't like it as much as his older movies.,my favorite adam sandler movie is definitely billy madison ( 1995 ),1,1
then might i recommend last action hero ( 1993 ) starring arnold schwarzenegger?,hello,0,0
i have not seen peter rabbit ( 2018 ) i will have to add that one to my must watch list.,i want to see it. i heard good things.,1,1
hello,"thank you, good bye.",1,1
i wonder if you have seen any of the movies i suggested?,what about spider - man : homecoming ( 2017 ),1,0
yes!,good bye,1,0
have you ever seen monster ( 2003 ) with charlize theron?,did you watch avengers : infinity war ( 2018 )?,1,1
have you seen 21 jump street ( 2012 ) or any of the the hangover ( 2009 ) movies?,have you seen talladega nights : the ballad of ricky bobby ( 2006 ) or the hangover ( 2009 )?,1,1
i haven't actually seen that many.,i have not seen taht movie,1,1
for family movies finding dory ( 2016 ) or trolls ( 2016 )?,so you like action?,1,1
is there anything else i can help you with?,"i'm great thanks, what kind of movies do you like?",0,0
hi. how can i help you today?,you're welcome.,0,0
hello,you might love deadpool ( 2016 )!,0,1
maybe action movies like hot fuzz ( 2007 )?,as man of steel ( 2013 )?,1,1
"me too, buddy.",i enjoyed house at the end of the street ( 2012 ) but have not seen the last house on the left ( 2009 ) or the last house on the left ( 1972 ).,0,0
"sure! i like comedies a lot. i like movies like hot tub time machine and super troopers ( 2001 ), but i also like identity thief ( 2013 ) and the heat ( 2013 ).",me what kind of movies do you like?,0,0
maybe you would like highlander : endgame ( 2000 )?,what kind of movies would you like to watch?,0,1
both are excellent movies. if you are looking for something a little lighter..,i have never seen either of those movies. do you like comedies like the waterboy ( 1998 ) or something like black sheep ( 1996 ).,0,0
"awesome, see you later.",hello,1,1
okay thanks!,did you see that new will ferrel movie the house ( 2017 )?,0,0
"no problem! thank you, too! : )",hello,1,1
do you mind if i ask you some questions first?,"me neither haha, i hope i have helped you",0,0
i grew up watching a nightmare on elm street ( 1984 ) and friday the 13th ( 1980 ).,no the only marvel movie i have seen was avengers : infinity war ( 2018 ).,1,1
i like the same as you,"hi, how can i help?",0,0
we are a big fan of spaceballs ( 1987 ) and blazing saddles ( 1974 ) in my house. a bit older like the two you mentioned and super funny. i just love mel brooks,it is very creepy and dark but full of suspense,1,1
click ( 2006 ) it is made by adan sandler,"hello, what genre of movie do you like?",0,0
"yes adam sandler has made so many great movies, i even like his newer ones like click ( 2006 ) and grown ups ( 2010 ).",you might love deadpool ( 2016 )!,0,0
"what else would you like in the movie? comedy, fairy tales?","good day to you, too!",0,0
what kind movies do you like?,great! what kind of movies do you like?,1,1
have you seen batman ( 1989 ),have you seen the new movies avengers : infinity war ( 2018 ) or isle of dogs ( 2018 )?,1,1
as man of steel ( 2013 )?,i'm not super familiar with scary movies. i have a friend who loves them and prefers the classics like a nightmare on elm street ( 1984 ) and bride of chucky ( 1998 ),0,0
have you ever seen american pie ( 1999 )?,did you see that new will ferrel movie the house ( 2017 )?,1,1
ok have you seen seabiscuit ( 2003 ),have you ever seen the conjuring ( 2013 )?,1,1
i like drama too. i really like titanic ( 2012 ). do you like that?,hello can you tell me what kind of movies you like best?,1,1
mainly because johnny depp is in it,"hi, how can i help you?",0,0
i can recommend what you like,excellent! i hope you enjoy,0,1
what was the last movie you saw?,have you see the blues brothers ( 1980 ) or rush hour ( 1998 )?,1,1
have you seen it ( 2017 ),have you ever seen scary movie ( 2000 )?,1,1
good bye,the others ( 2001 ) is pretty creepy,0,0
hi i'm good. are you looking for a movie?,hello there. looking for a good movie?,1,1
have you ever seen american pie ( 1999 )?,"well, you should try them",0,0
"yeah, i liked it too","i did! it was funny. oh yes, i liked the old deadpool ( 2016 ) too!",1,1
i could recommend you too american pie 2 ( 2001 ),or maybe you are into more slick comedy like fifty shades of black ( 2016 ),0,1
i love napoleon dynamite,samuel jackson made the movie great!,1,1
i really liked it,fight club ( 1999 ) and the shawshank redemption ( 1994 ) are two of my favorite movies.,1,1
great. goodbye.,hi,1,1
i also would recommend you american pie 2 ( 2001 ),no i haven't.,0,0
i also enjoy classic horror movies like a nightmare on elm street ( 1984 ) and a nightmare on elm street 2 : freddy's revenge ( 1985 ),it is the best marvel film so far,1,1
"hi there. i would like to suggest some comedies you could watch, have you seen the wedding singer ( 1998 )?",did you watch click ( 2006 )?,1,1
"i am well, looking for a good movie?",i have some movies to recommend to you!,0,0
i saw peter rabbit ( 2018 ) with my daughter she loved it,there's a pbs channel with great documentaries.,0,0
you if youre a fan of seth rogen haha.,"hello, there is a movie that i have always enjoyed and i'm not sure what you would call the genre but the movie is donnie darko ( 2001 ) have you ever seen this one?",0,0
"great, anytime!",hello,1,1
for family movies finding dory ( 2016 ) or trolls ( 2016 )?,hmm. do you highly recommend all of the lord of the rings movies? i have not seen them! maybe you'd like the golden compass ( 2007 )?,1,1
looking for a good movie?,bye!,0,0
it's awesome. its a really funny murder mystery with val kilmer and rdj,i hope i have helped,1,1
"i haven't seen rbg ( 2018 ) yet, but one of my friends was telling me she enjoyed it.",yes i seen hellboy!,1,1
hello. can you recommend a movie for me that you think is good?,"yeah, i think that's one of the best i have ever seen",0,0
"good afternoon! i'm good, i hope you are well! are you looking for a movie suggestion?",i enjoyed house at the end of the street ( 2012 ) but have not seen the last house on the left ( 2009 ) or the last house on the left ( 1972 ).,0,0
thank you! have a great day good bye.,need help finding a good movie?,0,0
you're welcome.,"you're welcome. have a great day, good bye.",1,1
are you looking for a movie to watch?,do you need some movie to watch tonight?,1,1
"so, what would you like to watch?",or maybe sex and zen ( 1991 )?,1,1
and did you watch the last exorcism ( 2010 )?,have you ever seen monster ( 2003 ) with charlize theron?,1,1
"hello, there is a movie that i have always enjoyed and i'm not sure what you would call the genre but the movie is donnie darko ( 2001 ) have you ever seen this one?",you like funny movies.,0,0
what kinds of movies have you liked before with this group of friends?,"what else would you like in the movie? comedy, fairy tales?",1,1
hello. have you seen jaws ( 1975 ),and did you watch the last exorcism ( 2010 )?,1,1
x - men : the last stand ( 2006 ) was another good xmen movie,i loved it ( 1990 ) and i thought the new one it ( 2017 ) was ok,1,1
"do you like classic dramas like casablanca, or would you prefer something more recent?",how did you like it?,1,1
you too,good bye,1,1
i always felt like the were super overrated.,"well, i hope i have helped",0,1
you should try them,and it ( 1990 )?,0,0
for me the best fantsy is the lord of the rings,hello,0,0
hi! have you seen a good action movie lately?,hello! have you seen either of these? avengers : infinity war ( 2018 ) or thor,1,1
yes i think so,"well, you should try them",0,0
i have not seen the remake.,i havent even heard of that one,1,1
hello there. looking for a good movie?,"hey there, can i recommend a movie for you?",1,1
somthing like the godfather ( 1972 )?,or dodgeball : a true underdog story ( 2004 )?,1,1
what kind of movie genres do you like,hey,0,0
hello! are you looking for a movie suggestion?,goodbye,0,0
goodbye!,"sure! i like comedies a lot. i like movies like hot tub time machine and super troopers ( 2001 ), but i also like identity thief ( 2013 ) and the heat ( 2013 ).",0,0
good bye,that's is very interesting and funny,0,0
did you watch click ( 2006 )?,and did you watch the last exorcism ( 2010 )?,1,1
i love napoleon dynamite,it's one of the best movies ever made.,1,1
"those are really funny, have you seen them?",i don't think there is a nicholas sparks movie you have not seen lol.,0,0
i agree,how about the wedding singer ( 1998 ),0,0
